@relation clean_data

@attribute Location {Mumbai,Pune,Chennai,Coimbatore,Hyderabad,Jaipur,Kochi,Delhi,Bangalore,Kolkata,Ahmedabad}
@attribute Year numeric
@attribute Kilometers_Driven numeric
@attribute Fuel_Type {CNG,Diesel,Petrol,LPG,Electric}
@attribute Mileage numeric
@attribute Engine numeric
@attribute Power numeric
@attribute Seats numeric
@attribute Price numeric

@data
Mumbai,2018,40322,Petrol,18.9,1197,81.86,5,5.5
Kolkata,2013,52576,Petrol,13,1493,100,5,4.35
Mumbai,2010,55000,Petrol,16.47,1198,73.9,5,2.25
Hyderabad,2016,47000,Petrol,15.26,1798,187.74,5,24.5
Coimbatore,2010,42021,Diesel,0,1968,0,5,5.45
Mumbai,2017,23163,Petrol,15.29,1591,121.3,5,12.03
Mumbai,2011,50000,Petrol,11.74,1796,186,5,8.5
Pune,2014,11900,Petrol,16.82,1998,189.08,4,28.5
Bangalore,2006,108000,Petrol,17,1086,0,5,1.2
Delhi,2013,37000,Diesel,23.59,1364,67.04,5,5.75
Coimbatore,2014,30000,Petrol,19.4,1198,86.8,5,3.2
Coimbatore,2018,12831,Petrol,21.4,1197,83.1,5,9.89
Kochi,2012,143017,Diesel,20,1968,138.1,5,6.58
Coimbatore,2018,13102,Petrol,21.1,814,55.2,5,4.06
Coimbatore,2019,24950,Diesel,20.37,1461,108.45,5,13.37
Kochi,2011,57832,Diesel,16.2,2993,258,5,25.82
Bangalore,2016,34267,Petrol,22.74,796,47.3,5,3.74
Ahmedabad,2015,33000,Diesel,16.8,1984,150,5,22
Kolkata,2007,55100,Petrol,18.9,998,67.1,5,1.45
Kochi,2008,40000,Petrol,17.7,1497,78,5,2
Kolkata,2017,31841,CNG,15.1,1196,73,5,4.7
Coimbatore,2014,15000,Petrol,13.7,1399,98.79,8,3.75
Coimbatore,2016,82756,Diesel,15.96,2523,62.1,7,7.7
Hyderabad,2012,50243,Petrol,0,1086,0,5,3.35
Coimbatore,2014,20600,Petrol,21.1,814,55.2,5,2.6
Mumbai,2017,29952,Petrol,13,1591,121.3,5,13.77
Pune,2017,15000,Petrol,16.09,1598,103.5,5,7.1
Hyderabad,2008,61938,Petrol,12.9,1799,130,5,2.65
Kochi,2014,67000,Diesel,22.3,1248,74,5,2.5
Coimbatore,2013,61672,Diesel,16,2179,140,7,7.53
Bangalore,2017,26185,Petrol,18.6,1197,81.83,5,7.98
Chennai,2014,38000,Diesel,14.16,1968,174.3,5,39
Chennai,2011,67000,Petrol,18.5,1197,85.8,5,2.25
Hyderabad,2010,66000,Petrol,13.17,1999,114,5,3.85
Hyderabad,2015,80883,Diesel,12.8,2494,102,7,13.5
Delhi,2016,80219,Diesel,27.62,793,47,5,3.5
Coimbatore,2018,12923,Diesel,25.1,1248,88.5,5,8.92
Bangalore,2016,86642,Diesel,15.17,1968,181,5,20.37
Coimbatore,2016,19235,Diesel,21.76,1995,190,5,36.5
Pune,2016,51002,Diesel,11.33,4134,335.2,7,48.91
Hyderabad,2016,6800,Petrol,18.6,1197,81.83,5,7.2
Pune,2012,82749,Diesel,19.01,1461,108.45,5,5.99
Delhi,2016,51000,Diesel,24.4,1120,71,5,5.25
Hyderabad,2014,31465,Diesel,22.7,1498,89.84,5,6.5
Kolkata,2013,76476,Petrol,16.47,1198,73.9,5,4.4
Ahmedabad,2017,14000,Diesel,24,1120,70,5,4.6
Kolkata,2013,47000,Diesel,21.12,1248,88.8,5,2.95
Bangalore,2011,48466,Petrol,17,1497,118,5,3.26
Hyderabad,2008,46000,Petrol,17.92,1086,62.1,5,2.22
Coimbatore,2012,162663,Diesel,12.99,2494,100,7,10.5
Delhi,2017,25142,Diesel,28.09,1248,88.5,5,8.26
Chennai,2013,69000,Diesel,12.55,2982,169,7,14.45
Kochi,2009,80524,Petrol,15.3,1596,0,5,2.5
Chennai,2018,26405,Petrol,12.6,1950,191.34,5,51.43
Kolkata,2014,45000,Diesel,15.8,2148,170,5,23
Delhi,2012,64284,Diesel,17.72,1968,108.49,5,5.5
Hyderabad,2015,27000,Petrol,18.9,1197,82,5,4.5
Mumbai,2018,3678,Petrol,18.16,1196,86.8,5,6.8
Mumbai,2013,21000,Petrol,16.8,1395,138.02,5,8.75
Delhi,2015,67000,Diesel,19.87,1461,83.8,5,7
Chennai,2015,24000,Diesel,15.68,1999,177,5,33.5
Hyderabad,2011,75000,Diesel,20,1399,68,5,2.25
Coimbatore,2008,179000,Diesel,12.8,2953,156,7,4.24
Kolkata,2017,47198,Diesel,12.55,2982,168.5,7,28.42
Jaipur,2012,52000,Diesel,22.07,1199,73.9,5,2.75
Pune,2011,91000,Diesel,23.2,1248,73.94,5,3
Kolkata,2013,60000,Diesel,23.08,1461,63.1,5,3.55
Kolkata,2013,37873,Diesel,22.32,1582,126.32,5,4.8
Pune,2011,31000,Petrol,10.8,2497,150,5,13.5
Hyderabad,2017,129000,Diesel,11,2987,258,7,56
Bangalore,2004,78000,Petrol,12,2354,187.4,5,3.99
Jaipur,2016,32000,Diesel,17.01,1582,126.2,5,15.5
Kochi,2010,59000,Petrol,19.81,1086,68.05,5,2.32
Jaipur,2016,35437,Diesel,20,2143,136,5,18.58
Chennai,2014,98000,Petrol,16.02,1373,93.7,7,5.5
Pune,2006,72000,Diesel,18.7,1896,66,5,3.2
Chennai,2015,79000,Petrol,18,1198,86.7,5,4
Kochi,2004,29000,Petrol,17.3,993,60,5,1.6
Mumbai,2013,66012,Petrol,15.5,1586,103.3,5,4.15
Ahmedabad,2014,35000,Petrol,16.5,1198,86.8,5,4.25
Mumbai,2011,75000,Petrol,18.9,998,67.1,5,2.6
Kochi,2008,80000,Petrol,12.1,2362,164.7,5,3.43
Delhi,2012,32717,Petrol,18.6,1199,79.4,5,2.55
Mumbai,2017,25000,Diesel,12.55,2982,168.5,7,32
Hyderabad,2014,79000,Diesel,22.7,1498,89.84,5,6.25
Pune,2010,86000,Diesel,17.8,1248,75,5,3.6
Mumbai,2010,137000,Diesel,13.5,2987,282,5,18.5
Mumbai,2015,25000,Petrol,17.3,1497,117.3,7,4.25
Bangalore,2017,8500,Petrol,18.9,1197,82,5,4.8
Pune,2015,34000,Diesel,16,2179,140,7,13
Hyderabad,2012,41629,Petrol,14.83,1598,105,5,2.25
Kochi,2009,80227,Petrol,17.92,1086,62.1,5,2.3
Delhi,2019,8587,Petrol,15.29,1591,121.3,5,13.56
Pune,2017,30000,Diesel,15.4,1997,120,7,12.25
Coimbatore,2013,64186,Diesel,20.5,1598,103.5,5,3.76
Hyderabad,2015,76427,Diesel,19.01,1461,108.45,5,8.58
Coimbatore,2011,75000,Diesel,11.7,2993,245,5,27.5
Ahmedabad,2013,27075,Petrol,17.6,1496,88.73,5,4.95
Chennai,2012,30000,Petrol,22.5,998,67.04,5,3.3
Jaipur,2016,69434,Petrol,15.8,1591,121.3,5,8
Coimbatore,2014,56000,Petrol,23.1,998,67.04,5,2.79
Pune,2017,49275,Diesel,12.7,2179,187.7,5,45.64
Ahmedabad,2014,8700,Petrol,18.6,1199,76.8,5,2.55
Coimbatore,2014,18000,Petrol,25.4,624,37.5,4,1
Kochi,2017,41041,Diesel,17.68,1968,174.33,5,37.56
Kochi,2009,80464,Diesel,11,2987,198.5,5,9.29
Coimbatore,2019,20667,Petrol,22,1197,81.8,5,6.37
Kochi,2013,60283,Petrol,14.6,1368,112,5,2.98
Hyderabad,2017,31696,Petrol,20.4,1197,81.8,5,5.75
Mumbai,2010,100000,Diesel,11.5,2982,171,7,13
Coimbatore,2014,13361,Petrol,16.02,1373,93.7,7,6.8
Jaipur,2010,48394,Petrol,12.05,1995,154,5,10.49
Mumbai,2014,47399,Petrol,16.02,1373,93.7,7,5.6
Coimbatore,2010,69000,Petrol,16.8,1497,118,5,2.85
Jaipur,2013,65278,Diesel,14.66,2199,194.3,7,8.36
Kolkata,2005,108000,Diesel,17,1405,70,5,1
Hyderabad,2010,50645,Petrol,10.93,2497,204,5,10.75
Hyderabad,2011,130002,Diesel,19.3,1248,73.9,5,3.85
Coimbatore,2012,107000,Diesel,17.8,1399,67,5,3
Delhi,2015,41950,Petrol,18,1497,117.3,5,9.6
Mumbai,2012,109000,Diesel,13,2982,168.5,7,13.25
Delhi,2016,9000,Petrol,18,1198,86.7,5,5.75
Bangalore,2014,43900,Diesel,22.54,1396,88.73,5,6.75
Kochi,2013,64000,Diesel,18.2,1248,73.8,7,4.85
Mumbai,2019,13190,Petrol,0,1950,181.43,5,38.99
Mumbai,2009,77652,Petrol,12.6,1586,103.2,5,2.85
Ahmedabad,2012,55000,Diesel,12.99,2494,100,7,9.51
Delhi,2012,59900,Diesel,18.48,1995,177,5,18.5
Coimbatore,2015,73539,Diesel,19.01,1461,108.45,5,6.75
Kochi,2017,31645,Diesel,20.68,1995,190,5,29.4
Delhi,2009,69690,Petrol,17.7,1497,78,5,3.29
Pune,2016,41000,Diesel,28.09,1248,88.5,5,9.5
Pune,2010,109200,Petrol,17.5,1298,85.8,5,2.2
Ahmedabad,2012,80000,Diesel,15.1,2179,140,7,6.5
Pune,2007,51000,Petrol,13.5,1799,130,5,4.9
Chennai,2013,105000,Diesel,25.47,1248,88.5,7,6.75
Delhi,2013,179000,Diesel,23.59,1364,67.04,5,3.8
Hyderabad,2013,12100,Petrol,9.9,1984,207.8,2,29.5
Hyderabad,2017,31000,Diesel,21.13,1498,108.4,5,10.5
Jaipur,2015,50000,Diesel,20.14,1498,88.8,5,6.2
Chennai,2009,48000,Diesel,17,1896,105,5,5
Ahmedabad,2007,35000,Diesel,19.2,1461,65,5,2.3
Bangalore,2016,100200,Diesel,11.36,2755,171.5,7,17
Jaipur,2014,47000,Diesel,18.88,1995,184,5,25.5
Kochi,2015,63642,Diesel,27.3,1498,98.6,5,5.65
Kochi,2015,62550,Diesel,25.8,1498,98.6,5,5.6
Coimbatore,2015,37340,Diesel,16.36,2179,187.7,5,29.98
Jaipur,2016,38461,Diesel,26.59,1248,74,5,7.39
Pune,2018,29000,Diesel,17.1,1956,170,5,19
Kolkata,2010,31000,Petrol,12.5,1794,132,5,5
Chennai,2011,42086,Petrol,17,1497,118,5,3.35
Coimbatore,2013,49000,Petrol,18.6,1197,85.8,5,4.45
Jaipur,2019,77240,Diesel,22.32,1582,126.32,5,8.31
Chennai,2012,105000,Diesel,15.96,2523,62.1,7,6
Chennai,2014,35000,Diesel,22.9,1248,74,5,5.25
Hyderabad,2006,83072,Petrol,17,1086,0,5,1.4
Chennai,2012,202082,Diesel,17.68,1968,174.33,5,12.3
Coimbatore,2004,129000,Petrol,13.8,1299,70,5,1.5
Coimbatore,2018,33558,Diesel,20.14,1498,88,5,8.12
Coimbatore,2012,60271,Diesel,13.6,2523,63,7,6.12
Kolkata,2017,45366,Diesel,25.1,1498,98.6,5,10.88
Kochi,2014,9500,Petrol,18.2,1199,82.5,5,3.5
Chennai,2016,42362,Petrol,18.6,1197,81.83,5,6.15
Mumbai,2016,21000,Diesel,17.05,1995,184,5,33
Mumbai,2012,15200,Diesel,15.06,1995,177,5,13.5
Kochi,2015,43690,Diesel,12.55,2982,168.5,7,17.11
Kolkata,2014,79926,Diesel,11.33,4134,335.2,7,29.77
Bangalore,2013,53073,Diesel,20.77,1248,88.76,7,5.95
Bangalore,2015,59000,Petrol,18.5,1197,80,5,5.75
Ahmedabad,2006,47088,Petrol,10.13,3498,364.9,5,19
Hyderabad,2014,55000,Diesel,20.45,1461,83.8,5,4.75
Delhi,2013,80430,Diesel,17.21,1493,100,7,3.3
Mumbai,2013,71932,Diesel,12.55,2982,168.5,7,16.5
Hyderabad,2014,19000,Diesel,15.97,2993,258,7,44
Kochi,2011,81759,Diesel,19.3,1248,73.9,5,4.39
Kochi,2018,52010,Diesel,25.2,1248,74,5,6.2
Mumbai,2016,58953,Petrol,13.53,1984,177.01,5,24.22
Delhi,2008,93000,Diesel,10.5,2835,107.2,6,5.45
Coimbatore,2016,10000,Diesel,16.36,2179,187.7,5,44
Mumbai,2019,40674,Diesel,11.36,2755,171.5,7,24.82
Bangalore,2015,50000,Diesel,19.3,1968,141,5,11.69
Pune,2018,1331,Petrol,14.28,1798,138.03,5,20
Mumbai,2010,60000,Petrol,19.7,796,35,8,1.45
Mumbai,2018,10003,Diesel,17.9,2143,170,5,48.5
Ahmedabad,2016,25000,Diesel,21.5,1498,108.5,5,9.45
Hyderabad,2015,73000,Diesel,16,2179,140,7,12.5
Jaipur,2014,59962,Diesel,20.45,1461,83.8,5,6.9
Coimbatore,2012,72000,Diesel,22.32,1582,126.32,5,5.8
Bangalore,2016,20967,Diesel,14.69,2993,258,5,44.56
Coimbatore,2015,35000,Diesel,15.4,2179,120,7,8.5
Pune,2017,38056,Diesel,23.9,1582,126.2,5,10.7
Coimbatore,2009,94000,Diesel,12.07,2967,241.4,7,12
Kolkata,2010,64236,Petrol,14.7,1150,76,5,2.44
Mumbai,2000,124000,Diesel,13.6,2523,63,7,1.95
Hyderabad,2014,7400,Petrol,19.1,1197,82,5,4.35
Hyderabad,2017,52000,Diesel,13.68,2393,147.8,8,17.5
Delhi,2015,68764,Petrol,21.1,814,55.2,5,2.9
Pune,2013,64000,Diesel,22.07,1199,73.9,5,2.9
Mumbai,2016,21558,Diesel,24.3,1248,88.5,5,8.9
Coimbatore,2013,37500,Diesel,18.88,1995,184,5,16.75
Mumbai,2016,14077,Petrol,21.1,814,55.2,5,3.95
Kochi,2009,70000,Petrol,17,1497,118,5,2.1
Hyderabad,2011,54316,Petrol,12.8,2354,177.6,5,4.29
Chennai,2009,90764,Diesel,14,2498,112,8,3.85
Pune,2009,137000,Diesel,13.2,1995,170,5,9
Kochi,2013,127000,Petrol,16.8,1497,116.3,5,4.5
Delhi,2016,51884,Diesel,16,2179,140,7,12.46
Hyderabad,2014,67407,Diesel,21.27,1396,88.76,5,4.65
Chennai,2014,107825,Diesel,13,2982,168.5,7,20.5
Chennai,2006,82453,Diesel,13.6,2523,63,8,2.9
Chennai,2007,30441,Petrol,15.9,1298,85,5,1.45
Mumbai,2002,70000,Petrol,0,1086,0,5,0.65
Hyderabad,2016,11000,Diesel,20.7,1496,113.98,5,29.5
Delhi,2015,61000,Diesel,15.73,1968,174.33,5,25
Jaipur,2013,48454,Petrol,17,1197,80,5,3.5
Kochi,2017,37000,Diesel,14.1,2179,154,7,11.25
Kolkata,2017,32249,Diesel,21.9,1498,98.6,7,10.79
Jaipur,2013,58000,Diesel,19.33,1968,138.03,5,5.9
Mumbai,2017,28360,Petrol,19.1,1197,81.86,5,5.12
Coimbatore,2017,7000,Petrol,20.89,1197,81.8,5,5.7
Hyderabad,2016,19658,Diesel,18.12,1995,190,5,35.84
Kolkata,2007,92000,Petrol,13.8,1299,70,5,1.25
Coimbatore,2013,25000,Petrol,20.36,1197,78.9,5,2.65
Bangalore,2016,37882,Diesel,22.32,1582,126.3,5,9.19
Delhi,2014,69330,Diesel,16.07,1995,181,5,23.5
Kolkata,2011,61000,Petrol,12.3,1796,185,5,12.5
Jaipur,2010,35000,Petrol,18.6,1199,79.4,5,1.5
Jaipur,2004,200000,Petrol,0,1086,0,5,0.8
Delhi,2009,82000,Diesel,13.5,1405,0,5,0.75
Jaipur,2012,72450,Diesel,15.1,2179,140,7,8.1
Coimbatore,2017,36381,Diesel,28.09,1248,88.5,5,9.75
Chennai,2017,25559,Diesel,19.71,2143,201.15,5,37.93
Jaipur,2005,100000,Petrol,16.4,1497,78,5,1.96
Bangalore,2015,94000,Diesel,11.5,2982,169,7,20.5
Mumbai,2011,64357,Petrol,24.07,998,67.1,5,2.75
Chennai,2017,10501,Petrol,9.43,1999,237.4,5,75
Mumbai,2009,47000,Diesel,21.9,1396,90,5,2.8
Chennai,2017,18000,Petrol,16,1497,117.3,7,9.25
Coimbatore,2007,89000,Petrol,13.4,1794,125,5,3
Mumbai,2014,49964,Diesel,17.68,1968,174.33,5,23.89
Jaipur,2014,35000,Diesel,12.99,2494,100.6,7,12.75
Mumbai,2014,64000,Diesel,24,1120,70,5,4.15
Delhi,2013,36000,Petrol,14.8,1598,105,5,4.65
Jaipur,2012,78600,Diesel,12.8,2494,102,7,8.9
Pune,2008,170000,Diesel,16.8,1493,110,5,1.5
Pune,2015,65000,Diesel,23.2,1248,73.94,5,3.27
Pune,2008,120300,Diesel,12.07,2967,241.4,7,18
Coimbatore,2016,21000,Petrol,18.6,1197,81.83,5,6.3
Pune,2017,18108,Diesel,24.3,1248,88.5,5,11.31
Pune,2014,58407,Petrol,17.4,1497,117.3,5,6.16
Kochi,2014,49500,Petrol,20.73,1373,91.1,5,6
Hyderabad,2013,37199,Petrol,17.5,1498,99.6,5,5.43
Hyderabad,2012,62000,Diesel,22.07,1199,73.9,5,4.65
Jaipur,2015,59000,Diesel,20.77,1248,88.8,7,7.5
Bangalore,2015,60000,Diesel,26.59,1248,74,5,6.25
Mumbai,2007,39037,Diesel,14.84,2143,170,5,9.25
Hyderabad,2013,17003,Petrol,19.4,1198,86.8,5,3.15
Jaipur,2008,80400,Petrol,16,1086,66.7,5,2.3
Kochi,2012,75200,Diesel,22.32,1582,126.32,5,5.25
Pune,2017,41217,Diesel,28.09,1248,88.5,5,7.4
Pune,2006,98293,Petrol,13.8,1299,70,5,1.55
Chennai,2017,54000,Petrol,16.2,1199,74,5,6
Bangalore,2016,17377,Petrol,18.7,1199,88.7,5,5.9
Hyderabad,2013,33800,Diesel,25.8,1498,98.6,5,4.7
Hyderabad,2015,86157,Diesel,22.54,1396,88.73,5,6.5
Chennai,2012,146824,Diesel,21.1,1248,73.9,5,3.55
Hyderabad,2014,55000,Petrol,16.8,1497,116.3,5,7.1
Pune,2010,53293,Petrol,13.14,1798,160,5,6
Bangalore,2017,38000,Diesel,24.3,1248,88.5,5,7.99
Hyderabad,2009,64000,Petrol,17,1197,80,5,4.1
Kochi,2017,25058,Petrol,24.07,998,67.1,5,3.95
Mumbai,2016,36700,Petrol,21.1,814,55.2,5,4.38
Coimbatore,2011,35000,Petrol,20.36,1197,78.9,5,2.75
Hyderabad,2016,22732,Petrol,18.1,3498,306,2,55.54
Bangalore,2014,48000,Diesel,18.53,1968,187.74,5,29
Kolkata,2013,62084,Diesel,22.77,1498,98.59,5,6.6
Bangalore,2012,39273,Diesel,14.3,1968,140,5,6.99
Jaipur,2017,64798,Diesel,13.68,2393,147.8,7,18.75
Pune,2010,100002,Diesel,20,1399,68,5,1.28
Coimbatore,2006,78000,Petrol,14.49,1399,92.7,5,1.2
Chennai,2013,57717,Petrol,18.5,1197,85.8,5,4.31
Coimbatore,2011,109000,Diesel,12.39,2179,147.51,5,16.5
Coimbatore,2017,74515,Petrol,18.9,1197,82,5,5.64
Kochi,2017,50484,Diesel,10.91,3198,197.2,7,31.12
Kochi,2013,13452,Diesel,12.8,1968,167.6,5,25.46
Chennai,2017,37688,Petrol,17.01,1591,121.3,5,7.88
Pune,2017,34000,Diesel,13,2143,204,5,36
Pune,2014,120000,Diesel,0,2987,165,5,30
Delhi,2008,64000,Petrol,17.5,1298,85.8,5,2.85
Jaipur,2011,100000,Petrol,13,1343,90,5,3.5
Hyderabad,2014,75000,Diesel,20.46,1461,83.8,5,7.5
Hyderabad,2012,86000,Diesel,14.84,2143,170,5,19
Kochi,2015,69000,Diesel,15.97,2993,258,5,54
Hyderabad,2015,41721,Petrol,19.1,1197,82,5,4.7
Kolkata,2017,13000,Petrol,22,1197,81.8,5,8.5
Kochi,2013,38998,Diesel,16.07,1995,181,4,17
Bangalore,2017,54250,Petrol,22.74,796,47.3,5,3.51
Pune,2013,45979,Diesel,17.11,1968,174.33,5,19.5
Coimbatore,2012,37000,Petrol,13.6,1598,181,4,17
Bangalore,2015,46983,Diesel,12.07,2967,241.4,7,43.35
Kochi,2012,40700,Diesel,25.44,936,57.6,5,2.65
Kolkata,2015,43828,Petrol,20.51,998,67.04,5,3.52
Ahmedabad,2016,53000,Diesel,19.01,1461,108.5,5,6.25
Mumbai,2015,100000,Diesel,18.88,1995,184,5,24.75
Jaipur,2015,19000,Petrol,20.85,1197,83.14,5,5.25
Kochi,2016,84000,Diesel,17.72,1968,108.5,5,11
Chennai,2018,37630,Petrol,15.63,1499,110.4,5,9.1
Pune,2010,67714,Petrol,18.5,1197,80,5,3.25
Pune,2017,32000,Diesel,15,1248,88.5,5,8.5
Kochi,2010,51000,Petrol,16.2,1599,103.2,5,3.1
Kolkata,2015,58390,Diesel,18.88,1995,184,5,19.86
Delhi,2017,14000,Diesel,24,1186,73.97,5,4.9
Chennai,2014,55818,Petrol,17.4,1497,117.3,5,5.7
Kolkata,2006,97800,Petrol,16.1,0,0,0,1.75
Coimbatore,2012,52241,Diesel,25.2,1248,74,5,2.9
Kochi,2018,25433,Diesel,27.39,1248,74,5,7.83
Bangalore,2015,40611,Diesel,14,2179,138.1,7,8.15
Hyderabad,2008,72000,Petrol,13.2,1495,94,5,2
Bangalore,2016,54631,Diesel,25.2,1248,74,5,6.25
Coimbatore,2007,60000,Diesel,17.8,1248,0,5,3.4
Ahmedabad,2016,24941,Petrol,21.9,624,37.48,4,3.19
Delhi,2017,63939,Diesel,25.47,1248,88.5,7,7.75
Delhi,2014,35214,Petrol,23.1,998,67.04,5,3.2
Kochi,2015,63000,Diesel,25.2,1248,74,5,4.9
Chennai,2012,121377,Petrol,15.04,1598,103.6,5,3.8
Hyderabad,2009,100970,Diesel,15.5,1896,105,5,4
Chennai,2014,60000,Diesel,20.7,1496,113.98,5,23.5
Hyderabad,2008,77650,Diesel,17.2,1396,53.5,5,1.15
Mumbai,2007,71297,Petrol,17,1086,0,5,2.2
Bangalore,2008,55001,Diesel,0,0,0,0,26.5
Coimbatore,2015,18955,Petrol,18,1497,117.3,5,10.65
Kochi,2016,47877,Diesel,16.36,2179,187.7,5,35.68
Chennai,2017,43368,Diesel,15,2143,204,5,31.94
Ahmedabad,2011,73000,Diesel,18.3,1991,147.9,5,4.2
Kochi,2015,72007,Diesel,15.1,2179,140,7,9.9
Kochi,2014,56778,Petrol,11.74,1796,186,5,15.46
Kolkata,2018,20024,Petrol,18.2,1199,88.7,5,8.46
Hyderabad,2013,42103,Petrol,16.78,1496,88.73,5,3.25
Coimbatore,2012,67147,Petrol,19.7,796,46.3,5,2.6
Pune,2016,37806,Petrol,20.4,1197,81.8,5,5.2
Chennai,2009,85000,Petrol,19,998,66.1,5,1.8
Kolkata,2011,35000,Petrol,25.4,624,37.48,4,1.6
Jaipur,2015,72035,Diesel,25.5,1498,99,5,2.5
Coimbatore,2011,48500,Petrol,16,1368,90,5,2.5
Hyderabad,2017,28854,Petrol,18.16,1196,86.8,5,6.7
Coimbatore,2005,92450,Petrol,15.4,1590,94,5,1.2
Jaipur,2016,14351,Diesel,18.88,1995,184,5,35.55
Chennai,2017,51087,Diesel,17.9,1998,163.7,5,7.75
Hyderabad,2005,50000,Diesel,12.7,2609,116.6,8,1.94
Ahmedabad,2016,73000,Diesel,25,1396,69,5,2.2
Chennai,2011,60000,Diesel,18.1,1991,147.9,4,3.8
Coimbatore,2016,50000,Diesel,12.8,2494,102,8,15.65
Kolkata,2018,36797,Diesel,19.27,2143,167.62,5,39.47
Ahmedabad,2011,50000,Petrol,18.5,1197,85.8,5,1.5
Bangalore,2013,94000,Diesel,12.8,2494,102,8,8.85
Coimbatore,2013,74000,Diesel,12.55,2982,168.5,7,17.9
Bangalore,2014,41016,Petrol,16.95,1197,78.9,5,5.08
Bangalore,2012,67000,Diesel,22.32,1582,126.32,5,6.25
Kolkata,2015,76927,Diesel,15.73,1968,174.33,5,22.75
Pune,2010,17088,Petrol,18.6,1199,79.4,5,1.46
Coimbatore,2007,112808,Diesel,17.8,1399,68,5,2.05
Hyderabad,2014,74980,Diesel,20,1399,68,5,4.08
Mumbai,2014,44600,Petrol,23.1,998,67.04,5,4.55
Ahmedabad,2013,37000,Diesel,20,2143,107.3,5,14
Bangalore,2016,21000,Petrol,15.8,1591,121.3,5,10.9
Delhi,2010,81245,Petrol,18.9,998,67.1,5,2.45
Mumbai,2013,70000,Diesel,10,2148,170,5,15.8
Delhi,2017,4018,Petrol,18.88,1499,110.4,5,8.25
Coimbatore,2013,70000,Diesel,13.73,1995,148,5,8.5
Hyderabad,2016,56532,Diesel,16,2179,140,7,15.54
Coimbatore,2013,26875,Petrol,16.8,796,34.2,8,2.35
Jaipur,2015,72599,Petrol,22.5,998,67.04,5,4.32
Hyderabad,2008,205000,Diesel,13.1,2499,141,7,3.9
Mumbai,2011,98000,Diesel,22.32,1582,126.32,5,5.2
Bangalore,2018,19500,Petrol,18.6,1197,81.83,5,5.85
Coimbatore,2013,68000,Petrol,16.02,1373,93.7,7,6.25
Mumbai,2019,19654,Diesel,14,2179,155,7,17.63
Bangalore,2017,26000,Diesel,23.65,1248,88.5,5,9.75
Hyderabad,2015,10000,Petrol,18.1,3498,306,2,55
Hyderabad,2011,75020,Diesel,22.07,1199,73.9,5,4.1
Kochi,2011,157000,Diesel,12.55,2982,168.5,7,11.99
Mumbai,2017,43773,Diesel,16,2179,140,7,13.54
Chennai,2016,21000,Diesel,17.9,2143,201.15,5,56
Pune,2016,23280,Petrol,18.7,1199,88.7,5,6.5
Hyderabad,2013,88000,Diesel,23.4,1248,74,5,4.75
Coimbatore,2014,67000,Petrol,17.01,1591,121.3,5,5.6
Kolkata,2017,59636,Diesel,10.91,3198,197,7,29.2
Mumbai,2018,11000,Petrol,18.6,1197,81.83,5,6.35
Hyderabad,2013,60669,Petrol,16.8,1497,116.3,5,4.95
Kolkata,2018,12000,Diesel,27.4,1498,98.6,5,8.5
Chennai,2013,35000,Petrol,17.1,1591,121.3,5,4.5
Kochi,2015,65000,Diesel,24.2,1498,98.6,7,5.5
Pune,2013,39929,Diesel,20.77,1248,88.8,7,6.56
Pune,2014,49000,Petrol,24.07,998,67.1,5,2.3
Kochi,2004,77757,Diesel,13.1,2446,75,10,3.5
Bangalore,2016,21456,Petrol,20.36,1197,78.9,5,4.55
Mumbai,2009,74000,Diesel,17,1896,105,5,7.75
Coimbatore,2015,37000,Petrol,18.6,1197,81.83,5,5.25
Mumbai,2013,108640,Diesel,11.5,2993,235,5,23.29
Pune,2016,38000,Diesel,22.69,1995,190,5,23.99
Mumbai,2010,80000,Petrol,14.49,1399,92.7,5,1.79
Kolkata,2011,47000,Diesel,14.21,2143,203,5,13.9
Kolkata,2013,31000,Diesel,17.68,1968,174.33,5,18.95
Jaipur,2014,40000,Petrol,20.51,998,67.04,5,2.49
Mumbai,2016,4152,Petrol,25.17,799,53.3,5,3.15
Ahmedabad,2017,51000,Diesel,21.66,1498,108.62,5,6.45
Hyderabad,2013,55000,Diesel,22.07,1199,73.9,5,4.25
Kochi,2014,58500,Petrol,22.74,796,47.3,5,2.75
Mumbai,2017,58620,Petrol,18.6,1197,81.83,5,7.14
Jaipur,2012,29605,Petrol,18.3,1197,0,5,2.44
Chennai,2012,71172,Petrol,17,1197,80,5,3.5
Kolkata,2017,12000,Diesel,22.54,1396,88.73,5,7.3
Bangalore,2014,25000,Petrol,20.51,998,67.04,5,2.75
Mumbai,2017,43000,Diesel,22.54,1396,88.73,5,8.2
Pune,2015,57022,Petrol,17.21,1197,103.6,5,6.51
Coimbatore,2015,92000,Diesel,20,1399,68.05,5,4.25
Kochi,2014,33372,Petrol,18.6,1197,85.8,5,6.21
Chennai,2016,52625,Diesel,24,1120,70,5,4.58
Delhi,2016,215000,Diesel,14.02,2179,118.3,7,7.5
Coimbatore,2012,65537,CNG,26.83,796,38.4,5,2.1
Mumbai,2014,60138,Petrol,19.81,1086,68.05,5,4.09
Mumbai,2014,84000,Diesel,19.3,1968,141,5,10.75
Hyderabad,2014,47000,Diesel,15.97,2993,258,7,41.5
Jaipur,2014,33450,Petrol,23.1,998,67.04,5,4.4
